WordNet_ID,filename
n01518878,ILSVRC2012_val_00001031.JPEG
n01518878,ILSVRC2012_val_00001398.JPEG
n01518878,ILSVRC2012_val_00003297.JPEG
n01518878,ILSVRC2012_val_00004756.JPEG
n01518878,ILSVRC2012_val_00004983.JPEG
n01518878,ILSVRC2012_val_00005427.JPEG
n01518878,ILSVRC2012_val_00008176.JPEG
n01518878,ILSVRC2012_val_00008294.JPEG
n01518878,ILSVRC2012_val_00008898.JPEG
n01518878,ILSVRC2012_val_00010594.JPEG
n01518878,ILSVRC2012_val_00010763.JPEG
n01518878,ILSVRC2012_val_00013321.JPEG
n01518878,ILSVRC2012_val_00014328.JPEG
n01518878,ILSVRC2012_val_00015266.JPEG
n01518878,ILSVRC2012_val_00015706.JPEG
n01518878,ILSVRC2012_val_00017839.JPEG
n01518878,ILSVRC2012_val_00019184.JPEG
n01518878,ILSVRC2012_val_00023214.JPEG
n01518878,ILSVRC2012_val_00023607.JPEG
n01518878,ILSVRC2012_val_00023778.JPEG
n01518878,ILSVRC2012_val_00024268.JPEG
n01518878,ILSVRC2012_val_00024800.JPEG
n01518878,ILSVRC2012_val_00028978.JPEG
n01518878,ILSVRC2012_val_00030699.JPEG
n01518878,ILSVRC2012_val_00031239.JPEG
n01518878,ILSVRC2012_val_00031913.JPEG
n01518878,ILSVRC2012_val_00032849.JPEG
n01518878,ILSVRC2012_val_00033181.JPEG
n01518878,ILSVRC2012_val_00034316.JPEG
n01518878,ILSVRC2012_val_00035123.JPEG
n01518878,ILSVRC2012_val_00035785.JPEG
n01518878,ILSVRC2012_val_00036105.JPEG
n01518878,ILSVRC2012_val_00036749.JPEG
n01518878,ILSVRC2012_val_00037698.JPEG
n01518878,ILSVRC2012_val_00037941.JPEG
n01518878,ILSVRC2012_val_00038156.JPEG
n01518878,ILSVRC2012_val_00039355.JPEG
n01518878,ILSVRC2012_val_00041114.JPEG
n01518878,ILSVRC2012_val_00041977.JPEG
n01518878,ILSVRC2012_val_00042926.JPEG
n01518878,ILSVRC2012_val_00043764.JPEG
n01518878,ILSVRC2012_val_00044483.JPEG
n01518878,ILSVRC2012_val_00044624.JPEG
n01518878,ILSVRC2012_val_00044975.JPEG
n01518878,ILSVRC2012_val_00045402.JPEG
n01518878,ILSVRC2012_val_00046260.JPEG
n01518878,ILSVRC2012_val_00046654.JPEG
n01518878,ILSVRC2012_val_00047400.JPEG
n01518878,ILSVRC2012_val_00048600.JPEG
n01518878,ILSVRC2012_val_00049090.JPEG
n01622779,ILSVRC2012_val_00000318.JPEG
n01622779,ILSVRC2012_val_00001213.JPEG
n01622779,ILSVRC2012_val_00002228.JPEG
n01622779,ILSVRC2012_val_00002511.JPEG
n01622779,ILSVRC2012_val_00003169.JPEG
n01622779,ILSVRC2012_val_00003892.JPEG
n01622779,ILSVRC2012_val_00004345.JPEG
n01622779,ILSVRC2012_val_00004859.JPEG
n01622779,ILSVRC2012_val_00005770.JPEG
n01622779,ILSVRC2012_val_00006472.JPEG
n01622779,ILSVRC2012_val_00006916.JPEG
n01622779,ILSVRC2012_val_00008049.JPEG
n01622779,ILSVRC2012_val_00008178.JPEG
n01622779,ILSVRC2012_val_00008209.JPEG
n01622779,ILSVRC2012_val_00009415.JPEG
n01622779,ILSVRC2012_val_00009842.JPEG
n01622779,ILSVRC2012_val_00010022.JPEG
n01622779,ILSVRC2012_val_00010457.JPEG
n01622779,ILSVRC2012_val_00011414.JPEG
n01622779,ILSVRC2012_val_00014982.JPEG
n01622779,ILSVRC2012_val_00015913.JPEG
n01622779,ILSVRC2012_val_00016292.JPEG
n01622779,ILSVRC2012_val_00018062.JPEG
n01622779,ILSVRC2012_val_00018660.JPEG
n01622779,ILSVRC2012_val_00021133.JPEG
n01622779,ILSVRC2012_val_00021335.JPEG
n01622779,ILSVRC2012_val_00022709.JPEG
n01622779,ILSVRC2012_val_00023030.JPEG
n01622779,ILSVRC2012_val_00024052.JPEG
n01622779,ILSVRC2012_val_00025523.JPEG
n01622779,ILSVRC2012_val_00025913.JPEG
n01622779,ILSVRC2012_val_00026579.JPEG
n01622779,ILSVRC2012_val_00027519.JPEG
n01622779,ILSVRC2012_val_00027627.JPEG
n01622779,ILSVRC2012_val_00029497.JPEG
n01622779,ILSVRC2012_val_00031144.JPEG
n01622779,ILSVRC2012_val_00031890.JPEG
n01622779,ILSVRC2012_val_00032875.JPEG
n01622779,ILSVRC2012_val_00033063.JPEG
n01622779,ILSVRC2012_val_00034405.JPEG
n01622779,ILSVRC2012_val_00034593.JPEG
n01622779,ILSVRC2012_val_00035098.JPEG
n01622779,ILSVRC2012_val_00035608.JPEG
n01622779,ILSVRC2012_val_00037606.JPEG
n01622779,ILSVRC2012_val_00040434.JPEG
n01622779,ILSVRC2012_val_00043466.JPEG
n01622779,ILSVRC2012_val_00047963.JPEG
n01622779,ILSVRC2012_val_00048175.JPEG
n01622779,ILSVRC2012_val_00049639.JPEG
n01622779,ILSVRC2012_val_00049990.JPEG
n01641577,ILSVRC2012_val_00001652.JPEG
n01641577,ILSVRC2012_val_00003748.JPEG
n01641577,ILSVRC2012_val_00004613.JPEG
n01641577,ILSVRC2012_val_00004945.JPEG
n01641577,ILSVRC2012_val_00005045.JPEG
n01641577,ILSVRC2012_val_00006409.JPEG
n01641577,ILSVRC2012_val_00009563.JPEG
n01641577,ILSVRC2012_val_00010287.JPEG
n01641577,ILSVRC2012_val_00011664.JPEG
n01641577,ILSVRC2012_val_00012151.JPEG
n01641577,ILSVRC2012_val_00012558.JPEG
n01641577,ILSVRC2012_val_00013974.JPEG
n01641577,ILSVRC2012_val_00014227.JPEG
n01641577,ILSVRC2012_val_00014735.JPEG
n01641577,ILSVRC2012_val_00016782.JPEG
n01641577,ILSVRC2012_val_00017669.JPEG
n01641577,ILSVRC2012_val_00018160.JPEG
n01641577,ILSVRC2012_val_00018339.JPEG
n01641577,ILSVRC2012_val_00018481.JPEG
n01641577,ILSVRC2012_val_00018512.JPEG
n01641577,ILSVRC2012_val_00018754.JPEG
n01641577,ILSVRC2012_val_00019578.JPEG
n01641577,ILSVRC2012_val_00020916.JPEG
n01641577,ILSVRC2012_val_00021611.JPEG
n01641577,ILSVRC2012_val_00022052.JPEG
n01641577,ILSVRC2012_val_00023308.JPEG
n01641577,ILSVRC2012_val_00024938.JPEG
n01641577,ILSVRC2012_val_00025633.JPEG
n01641577,ILSVRC2012_val_00026059.JPEG
n01641577,ILSVRC2012_val_00026213.JPEG
n01641577,ILSVRC2012_val_00027869.JPEG
n01641577,ILSVRC2012_val_00028041.JPEG
n01641577,ILSVRC2012_val_00028113.JPEG
n01641577,ILSVRC2012_val_00028352.JPEG
n01641577,ILSVRC2012_val_00029727.JPEG
n01641577,ILSVRC2012_val_00030342.JPEG
n01641577,ILSVRC2012_val_00032061.JPEG
n01641577,ILSVRC2012_val_00032916.JPEG
n01641577,ILSVRC2012_val_00033863.JPEG
n01641577,ILSVRC2012_val_00033960.JPEG
n01641577,ILSVRC2012_val_00034226.JPEG
n01641577,ILSVRC2012_val_00034383.JPEG
n01641577,ILSVRC2012_val_00035535.JPEG
n01641577,ILSVRC2012_val_00036102.JPEG
n01641577,ILSVRC2012_val_00043312.JPEG
n01641577,ILSVRC2012_val_00043951.JPEG
n01641577,ILSVRC2012_val_00046427.JPEG
n01641577,ILSVRC2012_val_00047498.JPEG
n01641577,ILSVRC2012_val_00049119.JPEG
n01641577,ILSVRC2012_val_00049637.JPEG
n01667778,ILSVRC2012_val_00002832.JPEG
n01667778,ILSVRC2012_val_00005799.JPEG
n01667778,ILSVRC2012_val_00006634.JPEG
n01667778,ILSVRC2012_val_00008327.JPEG
n01667778,ILSVRC2012_val_00008333.JPEG
n01667778,ILSVRC2012_val_00008902.JPEG
n01667778,ILSVRC2012_val_00008921.JPEG
n01667778,ILSVRC2012_val_00009484.JPEG
n01667778,ILSVRC2012_val_00009508.JPEG
n01667778,ILSVRC2012_val_00009819.JPEG
n01667778,ILSVRC2012_val_00010792.JPEG
n01667778,ILSVRC2012_val_00010915.JPEG
n01667778,ILSVRC2012_val_00011150.JPEG
n01667778,ILSVRC2012_val_00011766.JPEG
n01667778,ILSVRC2012_val_00013301.JPEG
n01667778,ILSVRC2012_val_00013675.JPEG
n01667778,ILSVRC2012_val_00013738.JPEG
n01667778,ILSVRC2012_val_00014106.JPEG
n01667778,ILSVRC2012_val_00015193.JPEG
n01667778,ILSVRC2012_val_00015475.JPEG
n01667778,ILSVRC2012_val_00017243.JPEG
n01667778,ILSVRC2012_val_00021291.JPEG
